@@UNKNOWN@@
ng|ccb
tahanan|nnc
buto|nnc
ideya|nnc
septuagint|nnp
}|cdb
21|cdb
pagkakaiba|nnc
tawag|nnc
silangang|nnp_ccp
kristiyanismo|nnp
isip|nnc
britanya|nnp
roma|nnp
ahas|nnc
kalaunan|rbw
punong|jjd_ccp
impormasyon|nnc
trabaho|nnc
tinawag|vbof
27|cdb
lumitaw|vbaf
tunog|nnc
lumang|nnp
dutch|nnp
anyong|nnc_ccp
nakita|vbts
resulta|nnc
hari|nnc
man|rbi
_|pms
alagad|nnc
tuwing|rbw
lakas|nnc
maliban|cct
nang|ccb
lang|rbi
sinasabing|vbtr_ccp
pinagmulan|vbrf
nagpapakita|vbtr
katao|nnc
sentro|nnc
matagumpay|jjd
taga|jjd
katoliko|nnp
sinabi|vbts
mabilis|jjd
bituin|nnc
epekto|nnc
bato|nnc
india|nnp
l|nnpa
?|pmq
28|cdb
ganitong|prc_ccp
kumulang|vbaf
ugat|nnc
nakikilala|vbtr
gamot|nnc
balat|nnc
natural|jjd
indibidwal|nnc
dumating|vbaf
sudan|nnp
nakilala|vbts
noon|rbw
huli|rbw
hudaismo|nnp
indonesian|nnp
pitong|jjn_ccp
pisikal|jjd
oras|nnc
karagatang|nnp_ccp
beethoven|nnp
malakas|jjd
nahahati|vbtr
selulang|nnc_ccp
dakilang|jjd_ccp
23|cdb
paaralan|nnc
gumamit|vbaf
larawan|nnc
gitna|jjd
gayon|prc
kapanahunan|nnc
problema|nnc
mababa|jjd
organismo|nnc
posisyon|nnc
world|nnp
naninirahan|vbtr
silangan|nnp
paa|nnc
proseso|nnc
daan|nnc
mali|nnp
natatanging|jjd_ccp
humigit|vbaf
linggo|nnc
aral|nnc
sikat|jjd
pambansang|jjd_ccp
york|nnp
kakayahan|nnc
sapat|jjd
halaga|nnc
tungkulin|nnc
simbahan|nnc
kailangan|vbs
hapones|nnp
naniniwala|vbtr
teoriyang|nnc_ccp
nobel|nnp
natagpuan|vbts
tagasunod|nnc
sapagkat|ccr
kasunod|jjd
pagbibigay|nnc
reino|nnp
mehiko|nnp
init|nnc
kaugnay|jjc
kaso|nnc
bumalik|vbaf
kabilang|cct
patungo|rbl
jose|nnp
pinag|vbrf
silangang|jjd_ccp
batang|jjd_ccp
malaki|jjd
unido|nnp
100|cdb
pandaigdig|nnp
miyembro|nnc
lokal|jjd
beses|nnc
29|cdb
kaniya|prsp
natuklasan|vbts
libingan|nnc
zeus|nnp
umiiral|vbtr_vbaf
alpabetong|nnc_ccp
}|nnca
ibabaw|nnc
nakikita|vbtr
ginagawa|vbtr
paksa|nnc
gresya|nnp
elemento|nnc
pangalawang|jjn_ccp
gamitin|vbof
lumikha|vbaf
baybayin|nnc
thalia|nnp
varepsilon|fw
mamamayan|nnc
sanggol|nnc
pagkakataon|nnc
babaeng|nnc_ccp
for|fw
kadalasan|rbw
...|pms
tinutukoy|vbtr
pilipino|nnp
malayang|jjd_ccp
panaginip|nnc
grupo|nnc
edukasyon|nnc
26|cdb
aids|nnpa
temperatura|nnc
pinaniniwalaang|vbtr_ccp
nauugnay|vbtr
panloob|jjd
magulang|nnc
pagsubok|nnc
paglalakbay|nnc
karagdagang|jjd_ccp
kanlurang|jjd_ccp
sabihin|vbof
kapaligiran|nnc
hinango|vbof
ibon|nnc
kabuuang|pri_ccp
1945|cdb
kaibigan|nnc
nilalang|nnc
nangyayari|vbtr
ulan|nnc
pamamaraan|nnc
akdang|nnc_ccp
central|nnp
batay|nnc
layunin|nnc
punto|nnc
bigkas|nnc
ikalawang|nnp_ccp
inglatera|nnp
panlipunan|jjd
gatas|nnc
minsang|rbw_ccp
40|cdb
salin|nnc
mahalaga|jjd
kapuluan|nnc
industriya|nnc
bagong|nnp_ccp
uniberso|nnc
produkto|nnc
pisika|nnc
puno|nnc
sunod|jjd
palabas|nnc
lumang|jjd_ccp
unlad|jjd
kaalaman|nnc
kompositor|nnc
pamagat|nnc
paggamot|nnc
#|pms
wagner|nnp
in|nnp
ii|cdb
espanyol|nnp
a|nnc
niger|nnp
africa|nnp
unyong|nnp
tanakh|nnp
nagdudulot|vbtr
paano|rbq
delta|fw
ulit|rbw
aso|nnc
lumipat|vbaf
dami|nnc
robert|nnp
kalikasan|nnc
iisang|pri_ccp
namang|rbi_ccp
relasyon|nnc
yugto|nnc
humantong|vbaf
telebisyon|nnc
kinuha|vbof
karamdaman|nnc
daang|nnc_ccp
pwersa|nnc
itim|jjd
dulo|nnc
's|fw
puso|nnc
dalawa|cdb
inilalarawan|vbtr
negosyo|nnc
imperyong|nnp_ccp
kalayaan|nnc
impluwensiya|nnc
left|fw
ebidensiya|nnc
ari|nnc
mozambique|nnp
polonya|nnp
magmula|vbaf
tulong|nnc
unang|nnp_ccp
patakaran|nnc
guro|nnc
right|fw
manuskrito|nnc
mecca|nnp
tila|rbm
katimugang|jjd_ccp
paris|nnp
ating|prsp_ccp
mahabang|jjd_ccp
ambag|nnc
2009|cdb
pormal|jjd
lalaking|nnc_ccp
pangyayari|nnc
kondisyon|nnc
la|fw
sinasabi|vbtr
doon|prl
baga|nnc
katutubong|jjd_ccp
bumuo|vbaf
lumilitaw|vbtr_vbaf
estadong|nnc_ccp
km2|nnca
makata|nnc
artista|nnc
ikatlong|jjn_ccp
mo|prs
e|nnca
\|nnca
i|nnca
karagdagan|nnc
tanzania|nnp
espesyal|jjd
pangulo|nnp
estado|nnp
metal|nnc
tagapagtatag|nnc
binigyan|vbof
panlabas|jjd
kilometro|nnc
hanay|nnc
pamayanan|nnc
nilikha|vbts
kalakalan|nnc
pananakop|nnc
maagang|jjd_ccp
inilabas|vbts
sumulat|vbaf
relihiyong|nnc_ccp
ebanghelyo|nnp
nag|prsp_ccp
nangyari|vbts
kakayahang|nnc_ccp
paglikha|nnc
katagang|nnc_ccp
nanatili|vbts
sampung|jjn_ccp
kontinente|nnc
sangay|nnc
bahaging|nnc_ccp
katangiang|nnc_ccp
james|nnp
galing|rbl
maliwanag|jjd
kontrol|nnc
ninuno|nnc
bibig|nnc
halamang|nnc_ccp
nagawa|vbts
nabuo|vbts
diyosa|nnc
taas|nnc
>|pms
mukha|nnc
sagisag|nnc
zambia|nnp
libya|nnp
tula|nnc
kandidato|nnc
mamalya|nnc
kabataan|nnc
samantalang|cct
kabila|cct
simbolo|nnc
nagsimulang|rbd_ccp
gumagawa|vbtr_vbaf
nakatira|vbts
gitnang|jjd_ccp
termino|nnc
konsepto|nnc
bk|nnpa
digmaang|nnc_ccp
karera|nnc
1949|cdb
herusalem|nnp
damit|nnc
simbahang|nnp
banal|jjd
pananampalataya|nnc
masedonya|nnp
gawaing|nnc_ccp
indian|nnp
haba|nnc
david|nnp
ukol|nnc
kasangkapan|nnc
daanan|nnc
siyam|jjn
fossil|fw
tradisyon|nnc
singaw|nnc
pilosopo|nnc
michael|nnp
medina|nnp
jakarta|nnp
materyal|nnc
pangkaraniwang|jjd_ccp
nilang|prp_ccp
santa|nnp
madaling|rbd_ccp
pampang|nnc
on|fw
djibouti|nnp
madagascar|nnp
itlog|nnc
magkaroon|vbw
elementong|nnc_ccp
bigat|nnc
sariling|jjd_ccp
klase|nnc
kalahati|pri
nagdulot|vbts
distrito|nnc
suporta|nnc
a|nnp
ilong|nnc
prutas|nnc
kabuuan|pri
pumasok|vbaf
sari|nnc
paglalarawan|nnc
tumungo|vbaf
teksto|nnc
pangungusap|nnc
is|fw
united|nnp
ghana|nnp
dulot|jjd
maikling|jjd_ccp
mabuting|jjd_ccp
tsino|nnp
ebolusyon|nnc
lebel|nnc
panahon|nnp
binuo|vbts
punsiyon|nnc
nagtatag|vbts
pamahalaang|nnc_ccp
pelikulang|nnc_ccp
university|nnp
s|nnca
bundok|nnc
mendelssohn|nnp
gantimpalang|nnc_ccp
mang|rbi_ccp
umabot|vbaf
ginawa|vbts
ethiopia|nnp
eslobakya|nnp
tinanggap|vbof
or|cct
italyano|nnp
bc|nnpa
base|nnc
operasyon|nnc
metro|nnc
pangkalahatan|pri
pagtulog|nnc
daigdig|nnp
pagtaas|nnc
atake|nnc
la|nnp
kalakhang|rbd_ccp
nagpatuloy|vbts
california|nnp
kasunduan|nnc
nobela|nnc
kapanganakan|nnc
propeta|nnc
pagtutuli|nnc
31|cdb
mismo|rbt
saserdote|nnc
iminungkahi|vbts
karagatan|nnc
itaas|jjd
kesa|nnc
diwa|nnc
african|nnp
senegal|nnp
naunang|vbts_ccp
araw|nnp
mainit|jjd
area|nnc
katawagan|nnc
2010|cdb
al|fw
mismong|rbt_ccp
pusa|nnc
london|nnp
lasa|nnc
haiti|nnp
ulat|nnc
gilid|jjd
panginoon|nnp
papunta|vbw
kundi|cct
kenya|nnp
malawi|nnp
namibia|nnp
tristan|nnp
ko|prs
pangangailangan|nnc
iisip|vbtf
neuron|fw
cambrian|nnp
tag|fw
kaharian|nnp
pamumuno|nnc
pilak|nnc
ibinigay|vbts
bansa|nnp
single|fw
gumagalaw|vbtr_vbaf
pilosopiya|nnc
chopin|nnp
langit|nnc
nagaganap|vbtr
payak|jjd
angola|nnp
gambia|nnp
sierra|nnp
zimbabwe|nnp
pagkaraan|vbw
rehiyong|nnc_ccp
ugnayang|nnc_ccp
aari|fw
personal|jjd
ano|rbq
kahulugang|nnc_ccp
sinundan|vbof
laro|nnc
tinuturing|vbtr
kada|pri
pasipiko|nnp
isang|jjn_ccp
pagtuturo|nnc
makinang|nnc_ccp
inilarawan|vbts
kanta|nnc
organisasyon|nnc
kalagayan|nnc
impeksiyong|nnc_ccp
mamatay|vbw
viral|fw
shannon|nnp
popular|jjd
gawin|vbof
kaugnay|jjd
algeria|nnp
benin|nnp
botswana|nnp
nigeria|nnp
somalia|nnp
&|pms
atlantiko|nnp
ministro|nnp
damdamin|nnc
siyentipikong|jjd_ccp
nangangahulugan|vbtr
b|nnc
1990|cdb
nakalilipas|vbts
partido|nnc
linya|nnc
nanirahan|vbts
pagbagsak|nnc
kawalan|nnc
politika|nnc
lawak|nnc
50|cdb
album|fw
kumakatawan|vbtr_vbaf
iii|cdb
thomas|nnp
asin|nnc
kahariang|nnc_ccp
pluto|nnp
kimikal|jjd
ngipin|nnc
alak|nnc
salapi|nnc
nangangailangan|vbtr
nagsasaad|vbtr
gabi|rbw
tanda|nnc
literal|jjd
uganda|nnp
chad|nnp
eritrea|nnp
mauritius|nnp
kahoy|nnc
austria|nnp
rusya|nnp
terminong|nnc_ccp
mahahalagang|jjd_ccp
awit|nnc
apoy|nnc
bunga|nnc
tamang|jjd_ccp
nakabatay|vbts
marahil|rbm
karanasan|nnc
$|pms
bandang|jjd_ccp
politiko|nnc
joseph|nnp
nais|vbs
charles|nnp
william|nnp
presyon|nnc
labing|jjn
parte|nnc
aangkin|vbtf
dna|nnpa
isda|nnc
pinakamatandang|jjcs_jjd_ccp
burundi|nnp
burkina|nnp
faso|nnp
cameroon|nnp
comoros|nnp
cote|nnp
morocco|nnp
togo|nnp
kroasya|nnp
militar|jjd
dalubhasa|nnc
lumabas|vbaf
2000|cdb
publiko|nnc
modelo|nnc
maaaring|vbs_ccp
hiwalay|jjd
pinaniniwalaan|vbtr
200|cdb
sibil|jjd
batas|nnp
agrikultura|nnc
pamayanang|nnc_ccp
sakop|jjd
kathang|nnc_ccp
isinasagawa|vbtr
pagdating|nnc
islands|nnp
itinuring|vbts
punong|nnp_ccp
barangay|nnc
pamilyang|nnc_ccp
tumaas|vbaf
2008|cdb
kuwentong|nnc_ccp
bersiyon|nnc
imperyo|nnc
buhok|nnc
depende|vbs
kababaihan|nnc
was|fw
bakal|nnc
@|fw
tribo|nnc
pinakamahusay|jjcs_jjd
nabuhay|vbts
naglalarawan|vbtr
gas|nnc
tradisyong|nnc_ccp
matigas|jjd
sasakyan|nnc
ako|prs
makita|vbw
katotohanan|nnc
gabon|nnp
mauritania|nnp
belarus|nnp
irlanda|nnp
malta|nnp
paggalaw|nnc
portugal|nnp
kinatawan|nnc
walong|jjn_ccp
astronomo|nnc
kalipunan|nnc
kalawakan|nnc
ocean|nnp
territory|nnp
malamang|rbi
masa|nnc
species|fw
pansin|nnc
rate|nnc
kinakailangan|vbtr
nagkakaroon|vbtr
tiyan|nnc
pamamahala|nnc
mi|nnca
ebreo|nnp
babaeng|jjd_ccp
umaabot|vbtr_vbaf
n|nnp
isla|nnc
1970|cdb
nagsulat|vbts
pablo|nnp
kalusugan|nnc
ipinahayag|vbts
tekstong|nnc_ccp
sundalo|nnc
madonna|nnp
t|nnpa
kanon|nnc
x|nnc
saring|nnc_ccp
kasalanan|nnc
lumilikha|vbtr_vbaf
espasyo|nnc
nga|rbi
pariralang|nnc_ccp
cape|nnp
equatorial|nnp
bissau|nnp
lesotho|nnp
swaziland|nnp
belhika|nnp
sangkap|nnc
magiging|vbtf
hinaharap|nnc
matinding|jjd_ccp
natin|prp
parang|cct
motor|nnc
tala|nnc
alang|nnc
bilis|nnc
tuloy|jjd
butas|nnc
libong|nnc_ccp
komposisyon|nnc
nakatanggap|vbts
pangyayaring|nnc_ccp
von|fw
george|nnp
bukas|jjd
digmaan|nnp
java|nnp
bundok|nnp
pantay|jjd
daantaon|nnc
ulap|nnc
imperyo|nnp
sobyet|nnp
iberia|nnp
drama|nnc
{|cdb
lim|fw
bantog|jjd
ipinangalan|vbts
nagsimulang|vbts_ccp
pagsulat|nnc
rwanda|nnp
liberia|nnp
principe|nnp
tunisia|nnp
da|fw
likido|nnc
analisis|nnc
prinsipyo|nnc
kinilala|vbts
pinakamahalagang|jjcs_jjd_ccp
kailangang|vbs_ccp
matandang|jjd_ccp
kategorya|nnc
unti|jjd
80|cdb
sta.|nnpa
2004|cdb
istraktura|nnc
mahirap|jjd
mahigpit|jjd
paghinga|nnc
tiyak|jjd
simbahan|nnp
km|nnca
uring|nnc_ccp
serye|nnc
nakuha|vbts
pakpak|nnc
kilusang|nnc_ccp
from|fw
ipinadala|vbts
an|dtc
baboy|nnc
lumang|nnp_ccp
paniniwalang|nnc_ccp
e|nnc
laman|nnc
katawang|nnc_ccp
matatag|jjd
mabilis|rbd
bangka|nnc
daloy|nnc
baha|nnc
c.|nnca
jesus|nnp
gaanong|prc_ccp
pagbabagong|nnc_ccp
soberanong|jjd_ccp
verde|nnp
leone|nnp
suwesya|nnp
canada|nnp
katayuan|nnc
tumanggap|vbaf
talaan|nnc
kulturang|nnc_ccp
kaunting|pri_ccp
mayotte|nnp
reunion|nnp
anatomiya|nnc
tinatanggap|vbtr
sulat|nnc
nangungunang|vbtr_ccp
opisyal|nnc
matematiko|nnc
tingnan|vbof
iral|fw
ehipsiyo|nnp
naganap|vbts
tagumpay|nnc
demokrasya|nnc
serbisyo|nnc
pambansang|nnp_ccp
internasyonal|jjd
siyudad|nnc
madalas|jjd
naglingkod|vbts
kumakain|vbtr_vbaf
katawagang|nnc_ccp
moises|nnp
hukbo|nnc
meccan|nnc
atomo|nnc
kasanayan|nnc
society|nnp
ka|prs
mahusay|jjd
nagpakita|vbts
posibleng|jjd_ccp
2007|cdb
pagsasaliksik|nnc
paliwanag|nnc
2011|cdb
isinaad|vbts
pinamagatang|vbts_ccp
baka|nnc
ivoire|rbt
ehipto1|nnp
seychelles|nnp
sao|nnp
tome|nnp
dependensiya|nnc
asensiyon|nnp
cunha|nnp
albanya|nnp
unggarya|nnp
pinlandiya|nnp
tsekya|nnp
kasamang|ccb_ccp
paligid|nnc
kingdom|nnp
prosesong|nnc_ccp
takot|nnc
e|nnp
pakikipagtalik|nnc
puti|jjd
laki|nnc
2006|cdb
1930|cdb
dependensiyas|nnp
sahrawi|nnp
puntlandiya|nnp
elena2|nnp
somalilandiya|nnp
tugon|nnc
madilim|jjd
saklaw|nnc
elektrikal|jjd
paglipas|nnc
national|nnp
pandaigdigang|jjd_ccp
tumagal|vbaf
hakbang|nnc
sinaunang|nnp_ccp
huling|rbw_ccp
berlin|nnp
opera|fw
luzon|nnp
ipinakilala|vbts
1965|cdb
malamig|jjd
kolonya|nnc
imbentor|nnc
karapatan|nnc
louis|nnp
1948|cdb
malambot|jjd
pintor|nnc
italyanong|nnp_ccp
apostol|nnc
papa|nnp
kesong|nnc_ccp
karne|nnc
magpakamatay|vbw
rna|nnpa
kagamitan|nnc
1950|cdb
's|cdb
tirahan|nnc
pedro|nnp
angkop|jjd
napapaligiran|vbtr
bosnia|nnp
bulgarya|nnp
eslobenya|nnp
montenegro|nnp
galaw|nnc
pinamumunuan|vbtr
ganap|jjd
natanggap|vbts
tradisyonal|jjd
malinaw|jjd
manlalaro|nnc
bertebrado|nnc
umiiral|vbtr
matematikal|nnc
aktor|nnc
gdp|nnpa
ruso|nnp
yunit|nnc
pinakadakilang|jjcs_jjd_ccp
guhit|nnc
dibdib|nnc
milya|nnc
alamat|nnc
krimen|nnc
komunista|nnc
el|nnp
tangway|nnp
70|cdb
panukalang|nnc_ccp
1960|cdb
isaac|nnp
isinalin|vbts
lahi|nnc
theodosius|nnp
mesiyas|nnc
krus|nnc
aking|prsp_ccp
richard|nnp
liham|nnc
anti|fw
bohr|nnp
pisiko|nnc
talagang|rbt_ccp
ibabaw|jjd
medisina|nnc
simpleng|jjd_ccp
maling|jjd_ccp
nagmumula|vbtr
maraming|jjd_ccp
layo|nnc
pagkilala|nnc
nagpapahiwatig|vbtr
estonya|nnp
latbiya|nnp
rumanya|nnp
kotse|nnc
panitikang|nnc_ccp
teorya|nnc
kalawakang|nnc_ccp
pagbuo|nnc
natitirang|vbtr_ccp
populasyong|nnc_ccp
pumapayag|vbtr_vbaf
puting|jjd_ccp
pulang|jjd_ccp
sabay|rbd
paul|nnp
karapatang|nnc_ccp
pamantasan|nnp
pagsusulat|nnc
malaman|vbw
ibinigay|vbof
by|fw
kaunti|pri
karunungan|nnc
templo|nnc
hukbong|nnc_ccp
interes|nnc
south|nnp
produksiyon|nnc
legal|jjd
enerhiyang|nnc_ccp
st.|nnpa
pananaliksik|nnc
medikal|jjd
nobelang|nnc_ccp
protinang|nnc_ccp
inumin|vbof
yahweh|nnp
west|nnp
mozart|nnp
k|nnca
kristiyanong|nnp_ccp
sugat|nnc
60|cdb
hita|nnc
nakaraang|jjd_ccp
totoo|rbt
asawang|nnc_ccp
tulang|nnc_ccp
pinalitan|vbof
nagkakaisang|nnp
kayarian|nnc
naka|rbd
normal|jjd
kalangitan|nnc
2003|cdb
ministro|nnc
aasal|fw
paraang|nnc_ccp
timbang|nnc
kahirapan|nnc
nagsisimula|vbtr
yugtong|nnc_ccp
pagpapatuloy|nnc
pulong|nnc
tangway|nnc
koreano|nnp
ekonomiyang|nnc_ccp
rekord|nnc
pagsasanay|nnc
pinakamalaki|jjcs_jjd
tumulong|vbaf
kasapi|ccb
1966|cdb
nagngangalang|vbtr_ccp
paminsan|rbw
mitolohiya|nnc
1946|cdb
nakalipas|vbts
pahayag|nnc
pampublikong|jjd_ccp
